date,rating,review_text,reviewer
5 years ago,5,"The Printing house has been amazing to live in. They give you everything you need to live comfortably. The rooms are all fully furnished and they lend you a tv as well in the living room. The lobby is pretty nice and the basement is amazing. I have been using the basketball court a lot. Just today I got shipping labels printed in the computer lab so that I could return a box from Amazon. Speaking of packages, they notify you promptly as well when your packages come in. They also leave it in a secure spot for when you pick it up. All in all, this place is great. I'd highly recommend it to people looking for a place to live.",Mawuli Allorbi
3 years ago,5,"Printing house has been a great place to live for my roommate and I! The gym access was one of my favorites because who likes leaving home now a days once you’re in from class! The apartment wasn’t too big but it wasn’t small, just perfect for the two of us! Very close to food places, night life and so much more! The staff was always so pleasant and the Manager on site there Jeff was always super helpful no matter how big or small my problem was, he was sure to resolve it efficiently and always with a smile!! Thank you Jeff & Staff for making renting a bit easier for students!",Aldina Toric
2 years ago,5,I just signed my lease for the printing house a few weeks ago. Tao was my tour guide and was very helpful and informative. The central location and amenities for the price make it the best place to live for students. My favorite part about the printing house was definitely the basement area that had lots of study areas.,Danielle Testani
2 years ago,5,"I have lived in the Printing House for the past 2 years. The entire staff  members are pleasant and caring. Megan, Jake and Mark, go beyond and above to help. The maintenance crew keep the building, amenities, and common areas clean and very well maintained.  The location is excellent. I am happy to call the Printing House home.",Lodium Extra
3 years ago,5,My daughter had an amazing experience at the Printing House. She loved her apartment which was roomy and well-equipped. The building and location are perfect. She decided to study abroad for a semester and the staff were very accommodating and helped her to sublet her room quickly.  it could not have been a better experience all around. Thank you Jeff Horowitz for all of your assistance!,Jill Zilker
4 years ago,5,"The location is perfect and the rooms have incredible views of the city. The staff is friendly and helpful and they made the leasing process very easy for me. The pricing is better than any of the other apartment complexes downtown, but their amenities are on par with everyone else. I was super impressed by their security and study area. I'm really excited to live here next year!",Julia Sullivan
2 years ago,5,"My sister was the one who initially wanted to live off campus and I was a little skeptical at first but as soon as I stepped out from my tour of The Printing House I knew I had to live there and get off campus. You definitely get more bang for your buck compared to living on campus. The amenities like free laundry right in the building, a movie theatre, study pods, and a cycling room just to name a few blew me away. The Printing House is in the best area in Binghamton for restaurants and hang out spots. The BC Junction where the bus depot is and buses to go on campus are, is literally 5 minutes away. You can't get anymore convenient than that. Plus if you drive, there is a parking lot. I can go on and on about how much I loved The Printing House. Also shoutout to Emily for doing my tour and all the helpful and kind staff I have interacted with.",Atira Peterson
4 years ago,5,"Finding housing off campus in Binghamton was not hard at all once I found the Printing House! The facilities are beautiful and make you feel really comfortable. Not only is it located close to great restaurants and shops but it has everything you need inside. The fitness center, laundry room, study areas, and movie theater are all added bonuses to the gorgeous living spaces! So excited to live here!",Noelle Summo
3 years ago,5,"While we were a little nervous about our son moving off campus and into his first apartment,our fears went away on our first visit and move in day at the Printing House.We were immediately impressed with the overall security and professionalism of everyone we came in contact with.I was actually a little jealous of the accommodations.
It was also nice having management available and on top of any minor issues that came up.We  had piece of mind knowing our son was in good hands.Some of the off campus private housing was a little sketchy.
My son and his roommate really enjoyed all of the perks that came along with their stay.Our next child is applying to Binghamton and when he is ready he will be moving into the Printing House!",Robert Rudolph
6 years ago,5,"As soon as I entered the Printing House, I immediately fell in love with it! So many amenities included and modern furniture/outlook and it's the perfect location for me! The bus stops are right around the corner to take me to campus, which is very convenient for me because I do not own a car. There is a gym right downstairs- very convenient and essential. Most importantly, there is a guard 24/7 and that made both my parents and I feel very comfortable because many other off-campus housings do not offer that. The staff is extremely welcoming and answered all questions that both my parents and I had. Fortunately, I will be living there next semester with my two best friends and I am super excited; couldn't live anywhere else!",sahira Younas
3 years ago,5,The Printing House is a great choice for students living off-campus in Binghamton. The view of the city is great and the rooms are beautiful with up to date amenities and appliances. The tour we received was amazing and the guide sold us on the price point very well. Can't wait to live here next semester!,Sarah Shatla
2 years ago,5,"This past fall, I signed my lease with the Printing House. My tour guide Tao was super informative and helped me and my group picture ourselves at the Printing House. The great location, amenities, and especially the security measures were super appealing to both my parents and I as a college student. My favorite part of the Printing House was the huge basement area filled with various recreational facilities and study areas.",Madelyn Collett-O'Brien
5 years ago,5,"Lived here for a year. The 1st year it opened as Student Housing. The room sizes are nice and the living rooms are well furnished. They still improving the building , which is a good thing. Lot of events happen in the basement , but honestly it's food that interested me :P Do check out the lobby for free food :P they have something often. They have a good maintenance team and security team. Feel free to make friends with them , they are nice and friendly staffs. The location is pretty good , especially since Colonial , Alexander's , State St , Grey Hound bus stops are near by. They have a gym and lot of games at basement , the gym is not big , but can get the job done. They recently added Xbox and PS4 in the basement. It's not that the building has no problem , but the team is dedicated in resolving them , which is great.",Ananda Krishnan
a year ago,5,The leasing process was confusing at times but Catherine was very helpful in getting through it. My lease starts in August and I can’t wait to start living here. I have a few friends living here and have only heard good things,Gavin Suwara
4 years ago,5,The tour I took at Printing House was both remarkable and informative! The property is beautiful with awesome amenities. What stuck out most about this place was the kind and accommodating staff. I am excited to live her next year and am looking forward to making it my home.,Alexis Chase
5 years ago,5,"We recently moved our daughter into this building after two years of overpriced campus housing.  The unit beautiful but more importantly, Jeff is quite possibly the most accommodating and responsive person one could deal with.... he is reason enough to consider this facility over and above anything else in the area.  His staff is also exceptional and although they are college students themselves, they truly understand professionalism and service.   I would recommend this as a first class option to anyone looking for housing in the area...student or otherwise.",A S
5 years ago,5,"My daughter has been a resident at Printing House since August , 2016.  She just completed her junior year at Binghamton.  When she mentioned that she wanted to move off-campus to the Printing House after her sophomore year, I was very concerned.  She told me about all the amenities that the property would have for students, such as each resident having their own bedroom AND private bath, the health studio, basketball court, movie room, state-of-the-art laundry facilities, and more!  I must admit, I was intrigued!   After seeing the plans and lots of pictures, we agreed to let her sign a lease to move in with a group of her friends into a very spacious apartment.

We moved her in at the beginning of August last year.  We arrived at the office to sign all of the paperwork, and that was when I got to meet the General Manager of the Printing House, Jeffrey Horowitz.  I had a list (A LOT!!!) of questions, and he could not have been more patient or kind to me.  He spent as much time as necessary to give me all of the information that we needed for getting everything squared away.  He then offered to take all of us on a tour of the entire property, and we were pleased to take advantage of his offer to see this new and lovely property!

Once in the apartment, we were asked to complete a punch list of anything that wasn't up to standard (remember, this was brand new construction...final touches were still being attended to when we were on premises) and he would make sure all was taken care of...and it was!

Any time my daughter or any of her roommates needed to reach out to
Jeffrey with a service request, it was always handled professionally and quickly!  Jeffrey created a wonderful community there, and made sure that all residents were considerate of their neighbors, and he was always considerate to them, willing to listen, and treating them with respect and care.

In short, for our daughter, and for us, the Printing House has been a wonderful experience.  It ticked off all of our requirements:  safe, clean, affordable, comfortable, close to campus, with a very caring manager and team on site.  She has really loved living there.  With covered, and very well lit parking, at a very reasonable monthly rate, adjacent to the property, it made even snowy days manageable!

If you are seeking off-campus housing that gives you a huge bang for your buck (pretty awesome compared to my college housing!!), please give the Printing House your serious consideration.  You won't be disappointed!

A Happy and Satisfied Mom",Amy Anderson
4 years ago,5,"I'm excited to live in the Printing House for a second year because the amenities are great and the location is unbeatable. The Printing House offers multiple study locations, a newly renovated theater, and even a golf simulator. The building is within walking distance to all of Binghamton's best restaurants, nightlife, and transportation. The building is one of the most historic and notable in downtown Binghamton. Each unit features newly renovated private rooms with private bathrooms and a modern kitchen and spacious living room area. The Printing House is a great option for student living in Binghamton and I am very excited to live here again!",Claudia Miller
4 years ago,5,"I have been living at Printing House for 3 months now and honestly I really do feel at home here ! I live in a 3 bedroom 2 bathroom, and I share a bathroom with one of my roommates, which honestly has been working out great for us since there are 2 separate sinks with great storage.The whole place is an open concept and feels modern yet cozy, which can be hard to achieve in a smaller apartment.

I already resigned my lease to live here again next semester because the positives of living here really outweigh any negatives. The 24/7 security gives me a peace of mind when I hear stories of my friends' apartments and houses getting broken into, the fact that there are 2 elevators that run quickly make living on a higher floor so much easier, the fact that there is a parking garage directly behind the building lets me access my car very quickly in the cold weather, and if buses are necessary, the city and greyhound bus stations are around the corner! Mail is also super convenient, you get notified when a package comes and you pick it up right at the front desk.

The only negative I could think of is the fact that all of the other apartment communities have in-apartment laundry machines while we have to take the elevator down to the lobby, to take another elevator down to the basement, walk down a long hallway, to get to the laundry room which is frequently messy and smelly due to the buildup in the machines. I am someone who likes to do laundry frequently so not going to lie, this is a hassle that I wish I was able to avoid.

Other than the laundry situation, I really cannot think of any other reason as to why I don't love living here, and am looking forward to continuing living here for the rest of my time at Binghamton University!",Zuzia Krawczyk
5 years ago,5,"The rooms at Printing House are all fully furnished with a nice TV and full kitchen. The location is in the heart of Binghamton, really close to the bars so it's convenient to go out on the weekends. There's a lot of great restaurants that are around the neighborhood as well. All in all, I'd highly recommend it to people looking for a place to live.",Annie Yu
4 years ago,5,"The printing house has been my home for over a year and a half and it has everything i need! The fitness spaces, private bathroom in my double apartment, and beautiful kitchen are exactly what I was looking for in an apartment. As a bonus, the staff is always very friendly and accommodating.",Ashley S
6 years ago,5,The Printing House does a really good job accommodating with the tenants needs. The rooms are spacious and with nice new appliances.  Excellent floor plan and plenty of amenities. So happy I signed.,Kyle St. Clair
4 years ago,5,"I will be living here next fall year. Me , along with my 5 future roomates are very excited to live in a 6 person apartment. We each get our own bedroom and bathroom plus an extra bathroom in the living room which is very nice!!! Everything is furnished and a tv is given to us also. I am also very excited for the amenities provided (tanning beds, movie theatre room, basketball court). We took a tour of the building and our tour guide did a wonderful job of answering all questions and showing every aspect of the place.I look forward to moving in next year!!!",Christina Roth
4 years ago,5,"I'm excited to live here next year! The tour was amazing and informative. There are so many amenities. A great value for what you get. Also, the leasing process what relatively easy. Close to bars and buses.",Abbey Fenner
4 years ago,5,"I am super excited to be living in the Printing House! They offer a variety of amenities and are conveniently located by all the hot spots in downtown Binghamton. My friends and I can't wait to live together, and especially take advantage my favorite amenity, the movie theater :)",Brenna Dolan
3 years ago,5,"The printing house is the best place to live for any BU student lookin for live off campus... the staff is super friendly, the building is very well done with a ton of awesome amenities and features, and the price point is very reasonable! On top of that the location downtown is in a great spot close to restaurants and night life.",Christian Bonnier
3 years ago,5,What a great off campus apartment.  Jeff the manager gave us a great overview of the property.  Beautiful apartments with plenty of space.  Perfect location.  Walking distance to revitalized downtown Binghmaton including great restaurants and art galleries.  Very excited.,Green Environment parks100
3 years ago,4,"I had to fix my online lease, and customer service was readily reachable and willing to help. My tour of the Printing House was also satisfying and I was able to tour both the amazing selection of amenities including the mini theater and basketball court AND an actual apartment room to serve as reference (shoutout to my tour guide Carisa). Overall, I'm super excited to be living at the Printing House and have my own room!",Wenting Li
2 years ago,1,"I lived here during the 2019-2020 school year and I would not recommend living here after dealing with Printing’s management. You might notice that some of their reviews are from people who are excited to live there. This is because they inflate their reviews by telling students that have signed their leases for the NEXT year to “Google the Printing House and leave a positive review” in order to enter into a raffle for a month of free rent. You can’t blame students for taking advantage of this, but it speaks volumes about the building’s management. Not to mention, this violates Google’s review policy which states “Don’t...selectively solicit positive reviews from customers.”
Printing’s management also overcharges its renters for damages after they move out. When renters move in, they are given a sheet to record the condition of the apartment. Make sure to literally write down EVERY imperfection, ranging from any painted over walls, chipped paint and stained carpets. Printing’s apartments definitely aren’t brand new, but for some reason they pretend they are and charge their tenants. Most college students that come from on-campus living will simply accept the apartment as-is since ResLife isn’t even that nitpicky and just quickly fill out the form to get it over with. DON’T DO THIS. Printing will nickel and dime you for “damages” even if they were already there and refer to your move-in sheet as evidence. Based on my experience, Printing will gladly charge first and ask questions later. It’s a shame that they clearly want to refurnish their properties by taking advantage of students.
For these reasons, I would recommend any student that is looking for downtown housing to look towards other options like Twin River, Hawley or Chenango Place. While the building itself isn’t horrible to live in, I wouldn’t want anyone to have to go through the same experience I did. If you do decide to sign with Printing, be extremely detailed when filling out the move-in sheet and good luck dealing with them once your lease is up.",Andrew Chin
5 years ago,5,"The moment that we entered the building, we felt right at home. We were immediatley greeted with handshakes and smiling faces. The Management Team is very kind, and ready to help. Having a security guard at the entrance of the building, eased my worry about living somewhere unsafe. I believe that the location is exceptional, and that the amenities are very tough to beat. I am looking very forward to meeting new people, as well as exploring all that there is to offer here. This is a wonderful opportunity - There is no doubt that we have made an excellent choice on where we get to call home!",Alexxis Ector
4 years ago,5,I have toured Twice. I have signed the 2019-2020 lease and will move in next year. The Printing House is very elegant. It's very new and has a lots of recreational facilities. It's very close to downtown so it's a good place to live.,Xueqing Du
4 years ago,5,"I am so excited to live at the Printing House! The building itself and the apartments are absolutely stunning. Love the location, and the staff is extremely helpful. Plus free tanning! Highly recommend checking this place out:))",Erin Caemmerer
5 years ago,5,"As a parent of a Binghamton Student, the Printing House Apts are by far the best choice for off campus housing. The manager Jeff is super professional and always responsive (although there were no issues)
My son rented a one bedroom apt., and will be back next year. Thank you Printing House for making this experience a stress free year!",Sandra Juan
5 years ago,5,"Great experience living here, everyone is so friendly and kind. Security guards are hilarious and the building is beautiful. Any problems I had were taking care of quickly. In my opinion it is the best student apartment complex in binghamton!!",Ava Salvatore
4 years ago,5,The building is beautiful and the staff is always willing to help with any problem you may be facing. The amenities give it a luxurious vibe. Noel is always pleasant to talk to and he goes out of his way to accommodate all your needs. This is my first year living here and I can’t wait to be coming back next year as well!,Chloe LaCorazza
6 years ago,5,"We signed a lease site unseen and dealt with Jeff who runs the building.  Jeff was really great to deal with and really helped address any concerns we had when not actually seeing a place in person prior to signing up. When we saw the unit we were very happy, beautiful appliances, very nice furniture, etc. Also any issues we have had Jeff was always very fast to respond to and I felt he really went out of his way to make sure we were happy with everything.",Alan F
6 years ago,4,"I am moving into the printing house next semester, but after visiting it I love it. The location is very convenient (downtown by the bars and food) and they have also added a bunch of new amenities. The Printing House is also very clean and the staff is very welcoming.",Jonathan Goncher
6 years ago,5,I moved into the Printing House Fall 2016 and have enjoyed my experience so far. When I first moved in there were a few problems but the staff was very receptive and fixed the problems in a timely manner. The room sizes are nice and you can't beat the location. I definitely recommend!,Megan hart
4 years ago,5,"I absolutely love the printing house for its great location, security, and amenities.  Everything about the printing house is beautiful and the staff respond quickly and professionally. So excited to spend my 20019-2020 school year in such great housing.",Priya Perez
4 years ago,1,"Definitely the worst student housing in all of Binghamton. Paid almost $900 a month per room for a thee bedroom apartment while none of their amenities worked all year. Fire alarms go off all the time in the middle of the night. You are also forced to pay rent for the entire month of August even they only allow you to move in the last week of the month. Management also makes you pay to get into your room if your'e locked out more than one time but is allowed to enter your room even when you are not there which is ridiculous. If I could go back in time and live anywhere else, I would.",Clarissa Mejia
4 years ago,2,"Update: the staff are very friendly but not proactive at all! Have leaking issue for a month and they only temporarily “fixed” it by putting a bucket on the roof to hold water. And they dont tell you the progress unless you approach to them first
Have this water problem living without hot water for four days then when it’s finally fixed it broke again completely after 6hours. The whole building has no water to use, cannot shower, brush teeth, flush toilet, nothing.
Also, I lived here last year too and their lease ends on 7/31 and the new one doesn't start until 8/17. They charge you $450 if you want to stay in for the period in between otherwise you have to move out and move in after. This is ridiculous.
Overall the people working there are nice, but for $1000 a month in a little town, it could've been better.",Kishi Qiang
3 years ago,1,"If you like sleep I would not recommend Printing House at all, the fire alarm is always going off late at night especially when I have a test the next day. Tremendously loud alarms for false measures that happens so much it is considered a pattern at this point rather than and occurrence every now and then.

Update: I have moved out since my last review and I have a balance of $500 somehow. ABSOLUTELY ABSURD! Strongly do not recommend.",Isaam Abdul
6 years ago,5,"The general manager was helpful and receptive to all of my questions. Signing a lease was an easy experience here.
And the space here is great! Such an upgrade from the campus dorm rooms. The whole suite, bathroom and layout, is wonderful.",Adeenah Ahmed
5 years ago,1,"Absolutely the worst housing experience I could have had. They lied about the completion date of the building and postponed the move-in date but still charged the full monthly price last year. They also required everyone to purchase an insurance right before move-in date which was never mentioned during leasing. Whoever works in the corporate is so dumb that she couldn't figure out the online payment problem that I had, and all she could say is because my card is an international VISA, which worked perfectly fine later that day. The Loft pic on the top of facebook page is absolutely fake. I've moved twice so far and every room is much smaller than what's advertised, and do not expect to get fresh air anywhere from 1st - 5th floor cuz if you open the window there is literally a wall in front of your face. For some rooms on the 1st floor, the windows are located almost 6 feet above you that you'd never be able to even open them. The building constantly has the smell of drugs and the loud musics, and on the leasing policy it clearly says NO PET & NO SMOKING, but people do all kinds of drugs and bring their dogs with them everywhere in the building anyway.
If you are looking for an off campus student housing, go to U club. If you can't find a room there, go to Twin River. If Printing House is your only option, avoid 1st - 5th floor or Building 21. Avoid random roommate cuz you could possibly get the worst roommate you'll ever have. Also, try to negotiate for a lower price cuz everyone is paying different monthly rent, and they do take advantage of BU students, mostly internationals.",Uhsnahc Uoy
5 years ago,4,When I first moved into the Printing House I was very impressed with the small details from the granite countertops to the tiles in the tub/shower. The location is much better than that of some of the other popular complexes downtown and the amenities are exactly what I need as a student.,Ashley Sarlanis
3 years ago,5,"My daughter lives in the Printing House in Binghamton and I visited her a couple of weeks ago in her beautiful 11th floor apartment with amazing views of the city. I noticed that the windows were marred by pigeon waste, which somewhat took away from the view- I emailed asking for the windows to be cleaned. This was taken care of the VERY NEXT DAY by Mark, the maintenance supervisor. Thank you very much Mark!!! This was a great response and excellent service!!",Judy Plotkin
6 years ago,5,"Printing House is such a great living option in the downtown Binghamton area. It is newly renovated and very sleek and modern. I believe printing house just opened for living this past fall semester which means that it and all the furniture is brand new. If you compare printing house to other living arrangements in the area, such as Hawley, Twin, and Ulofts, Printing House has the best prices for new furniture and new amenities. I would definitely choose PH out of the 3.",Joanna Eng
5 years ago,5,"Just signed a lease with the Printing House for the upcoming year.

Signing the lease online was very simple and should take roughly 20 minutes to do.

Jeff and the team were very courteous and were only one phone call/email away if I had a question or concern.

Can’t wait to move in this upcoming August!",Archie
6 years ago,5,The staff was extremely welcoming and helpful when I came looking for info on apartments. All questions and concerns were addressed immediately leaving no complaints. The room sizes are great and the location is amazing! Can't beat this.,Josh Tokman
5 years ago,5,"The Printing House is the #1 student housing complex in Binghamton, a perfect place for all students. Its centrally located with good food and bars nearby and even has a basketball court in the basement! I recommend the Printing House for student living to everyone.",Ethan Ruby
6 years ago,4,"The Printing House has many nice features and when it is completed and fully cleaned it will be a great place for students to live. The location and amenities are great, it just needs to be completed fully.",Jason Ovryn
4 years ago,5,"The apartments are great and the floor plans are spacious.  The Printing House's location is one of the best downtown, with easy access to parking and life downtown.",Alexa Sikoryak
4 years ago,5,Management and staff are extremely friendly and easy to work with. Being in my 5th year of living in Binghamton I can say that the team here has made my stay truly comfortable. Highly recommend to anyone.,Lysol Belvita
6 years ago,5,"I'm so excited to live in the printing house because I have only heard great things and their staff was so welcoming and accommodating when I stopped by to look around. The fact that it is a safe, beautiful building in such a great location downtown was just too hard to pass up!",Emma Morris
5 years ago,5,"Amazing place to live, love all the staff and the building is beautiful. Also awesome environment. Any problems I had were fixed within the day. Great place to live as a student in Binghamton!",Bianca Marrero
5 years ago,5,"I worked with Jeff, he is very helpful and caring. 100% recommended for living off campus in Binghamton. Worked with me to make sure I was satisfied. I really appreciate the help and care. Thanks printing house! Looking forward for an awesome year living with you guys!",Nathan aballi
6 years ago,5,"The Printing House is GREAT! Best and cheapest apartment complex downtown. Being an HDEV major, it's a quick and easy walk to UDC, and also close to many other things to do downtown!",rebecca greenwald
6 years ago,5,"With a prime location, awesome furniture, great amentities and helpful staff, The Printing House is a great place to live downtown. Everyone at The Printing House is ready to help you with anything they can! Great place!!",Katarina Junge Yetter
5 years ago,5,The Printing House is very beautiful! great rooms and very new. Very close to downtown so its a perfect spot as well! highly recommend living here.,meir bee
4 years ago,5,Already have my lease signed for the 2019-20 year! Toured twice and both times were a great experience. everywhere I saw was super clean and looked brand new. Yet to find something I don't love here!,Alexander Aldrich
6 years ago,5,"Great place to live!! Spacious rooms, awesome living spaces that come with a 50in flatscreen smart tv!! Everyone that works here is really nice from the Manager to the security guards!! I really recommend this as a place to live for any students going to binghamton/bccc",Joe Waldner
6 years ago,5,"The rooms all look great and are very clean. The location is also ideal for anyone who enjoys what downtown Binghamton has to offer. On top of this, the staff were very helpful while I was visiting. I am looking forward to moving in this coming August!",Jack Burns
3 years ago,1,"This is the 7th day in a row that the fire alarms have gone off now. These alarms are ear piercing and has an automated voice that yells for people to evacuate the building. This happens all day and at all hours of the night. Do not recommend this place for anyone trying to live an ordinary life and not be disrupted by having to deal with these alarms and evacuating constantly. They go off so often the fire department doesn’t even come anymore. Vaery dissappointed overall, not what it seems.",Alexandra Batista
a year ago,5,This place is amazing! One of the only places in downtown Binghamton that is worth living it. The amenities are insanely good and the staff are so helpful!,Skyeler Kopper
3 years ago,5,"Hello Jeff and Jake,
While this is a delayed response, I feel it important to thank you for taking time on the day of move-in to talk to me and hear my concerns.  Thank you for listening and for the credit in response.  Krista has been enjoying her new residence and in addition, has been happy with the expediency and care with which her work orders have been met.
Thanks again,
Karin Kind",Karin Kind
5 years ago,5,I have lived at the Printing House for a year now and have had an amazing experience. Everyone is friendly and helpful and the amenities have greatly contributed to my experience living there. I would recommend living here!,Linda Sabbagh
a year ago,5,"I ultimately chose The Printing House because of their full list of amenities, attentive and supportive staff, and perfect location! An awesome place to live in Binghamton!",Reka Bergeron
3 years ago,5,The customer service was great.  We had an online issue and general information questions and all were handled quickly and professionally. EVEN ON A SUNDAY AFTERNOON.  I would like to thank Jeff who helped us on Sunday and Noel who started the process. Well done!,CECIL Velazquez
6 years ago,5,Printing House is a great place with great amenities! I love the location because it's so convenient! The staff was helpful! There's no place I'd rather live downtown because Printing House has it all!,Ryan Yetter
